id,church_name,former_denomination,address,city,local_authority,region,nation,latitude,longitude,conversion_type,conversion_subtype,current_name,year_converted,decade,source,source_url,confidence_score,notes,confidence_tier,_nation_sort
9edbc36acefc,,,,Bodmin,,,,50.471079,-4.723442,hospitality,pub,Methodist Chapel,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26501780,0.95,Wikidata: http://www.wikidata.org/entity/Q26501780,high,5.0
4cdd358ece5b,,,,Romsey Extra,,,,50.959044,-1.488455,arts_culture,arts_centre,Mountbatten Gallery,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26460095,0.95,Wikidata: http://www.wikidata.org/entity/Q26460095,high,5.0
c18c2b8f5fd1,,,,Rochdale,,,,53.620784,-2.150327,unknown,unknown,E Pitio Plastics,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26367874,0.95,Wikidata: http://www.wikidata.org/entity/Q26367874,high,5.0
6559bbdb7d5b,,,,Sibton,,,,52.27338447,1.459475546,education,school,Sibton Nursery School,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q124691988,0.95,Wikidata: http://www.wikidata.org/entity/Q124691988,high,5.0
d4fc98b3b9f4,,,,Hellifield,,,,54.002355503,-2.221437692,residential,residential_general,The Old Chapel,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q122972521,0.95,Wikidata: http://www.wikidata.org/entity/Q122972521,high,5.0
d846328ecb44,,,,Bexhill-On-Sea,,,,50.845933,0.4686,hospitality,restaurant,The Chilli Tree,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q137844148,0.95,Wikidata: http://www.wikidata.org/entity/Q137844148,high,5.0
f546fc212924,,,,Stockport,,,,53.38871,-2.05983,unknown,unknown,Remains of Church of All Saints,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q79642438,0.95,Wikidata: http://www.wikidata.org/entity/Q79642438,high,5.0
37dfd96bcc55,,,,Manchester,,,,53.490086,-2.242102,other_faith,jewish_synagogue,Central Synagogue,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26503499,0.95,Wikidata: http://www.wikidata.org/entity/Q26503499,high,5.0
ee6f5fffd177,,,,Rugby,,,,52.374769,-1.248005,unknown,unknown,Pakistani Community Centre,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q137842957,0.95,Wikidata: http://www.wikidata.org/entity/Q137842957,high,5.0
f4d727c81583,,,,Marlborough,,,,51.420719,-1.728735,arts_culture,theatre,Parade Cinema,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26562852,0.95,Wikidata: http://www.wikidata.org/entity/Q26562852,high,5.0
d201b6047d86,,,,Netley Marsh,,,,50.909068,-1.554361,unknown,unknown,Bartley Village Hall,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q137844752,0.95,Wikidata: http://www.wikidata.org/entity/Q137844752,high,5.0
4d9188abe4a4,,,,Nayland-With-Wissington,,,,51.9695,0.874466,unknown,unknown,Court Knoll,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q17646871,0.95,Wikidata: http://www.wikidata.org/entity/Q17646871,high,5.0
f6e9e2342f26,,,,Treverbyn,,,,50.368162,-4.806379,residential,residential_general,The Chapel Guest House,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q111874628,0.95,Wikidata: http://www.wikidata.org/entity/Q111874628,high,5.0
275effb5ce9e,,,,Trafford,,,,53.402599,-2.331751,unknown,unknown,Holy Cross Church Hall,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q137844124,0.95,Wikidata: http://www.wikidata.org/entity/Q137844124,high,5.0
2ab29d482791,,,"The Chapel, Graham Way, Cotford St. Luke, Taunton, Somerset, TA4 1HX",Cotford St Luke,,,,51.03949818,-3.188179177,hospitality,pub,The Chapel,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26303802,0.95,Wikidata: http://www.wikidata.org/entity/Q26303802,high,5.0
6210e7474706,,,,Hutton Henry And Station Town,,,,54.719062,-1.343371,unknown,unknown,St Francis Village Hall,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q137834428,0.95,Wikidata: http://www.wikidata.org/entity/Q137834428,high,5.0
6f3af8c648b2,,,,,,,,51.5468,-0.0507,unknown,unknown,Gravel Pit Chapel,,,wikidata_formerly_church,https://en.wikipedia.org/wiki/Gravel_Pit_Chapel,0.95,Wikidata: http://www.wikidata.org/entity/Q16839942,high,5.0
dbe53ab0cb2a,,,,Salisbury,,,,51.0689501,-1.7986393,hospitality,pub,The Bridge Tap,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q136213534,0.95,Wikidata: http://www.wikidata.org/entity/Q136213534,high,5.0
296dab8e7d14,,,,Slaugham,,,,51.08306,-0.202962,unknown,unknown,Baron Hall,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q137844498,0.95,Wikidata: http://www.wikidata.org/entity/Q137844498,high,5.0
6370b827f3c1,,,,Reading,,,,51.482665,-0.969648,unknown,unknown,St Barnabas Church Hall,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q135883629,0.95,Wikidata: http://www.wikidata.org/entity/Q135883629,high,5.0
d8c1f7e6481d,,,,City Of Plymouth,,,,50.369762,-4.173755,commercial,shop,"8, George Street",,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26605667,0.95,Wikidata: http://www.wikidata.org/entity/Q26605667,high,5.0
20604df2bb96,,,,Storrington And Sullington,,,,50.920205,-0.474467,unknown,unknown,Cootham Village Hall,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q137844479,0.95,Wikidata: http://www.wikidata.org/entity/Q137844479,high,5.0
343809c0b944,,,,Newcastle-Under-Lyme,,,,53.013345,-2.225218,commercial,office,Ebenezer House,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26514458,0.95,Wikidata: http://www.wikidata.org/entity/Q26514458,high,5.0
7aa558cb5f4c,,,,Erewash,,,,52.894105,-1.27493,unknown,unknown,"St James' Church, Long Eaton",,,wikidata_formerly_church,"https://en.wikipedia.org/wiki/St_James%27_Church,_Long_Eaton",0.95,Wikidata: http://www.wikidata.org/entity/Q85803015,high,5.0
9f005ff0a19a,,,,Trowbridge,,,,51.32216,-2.21079,unknown,unknown,Conigre Unitarian Church,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q76751630,0.95,Wikidata: http://www.wikidata.org/entity/Q76751630,high,5.0
084eee86fff1,,,"Burton Bradstock Library, The Old Wesleyan Chapel, Burton Bradstock, Bridport, DT6 4QR",Burton Bradstock,,,,50.703374,-2.725969,hospitality,pub,Burton Bradstock Library,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26577093,0.95,Wikidata: http://www.wikidata.org/entity/Q26577093,high,5.0
88edaed1c8d8,,,,Hawkwell,,,,51.598771,0.659468,unknown,unknown,Emmanuel Church Hall,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q137844450,0.95,Wikidata: http://www.wikidata.org/entity/Q137844450,high,5.0
3bb307d11fa1,,,,Middleton And Smerrill,,,,53.166538,-1.709086,residential,residential_general,Chapel House,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26403098,0.95,Wikidata: http://www.wikidata.org/entity/Q26403098,high,5.0
241bf1065485,,,,Chignall,,,,51.7608,0.417732,residential,residential_general,Former Church of St James,,,wikidata_formerly_church,"https://en.wikipedia.org/wiki/St_James%27_Church,_Chignal_St_James",0.95,Wikidata: http://www.wikidata.org/entity/Q17545056,high,5.0
e6fedb7accea,,,,Brighton And Hove,,,,50.8266,-0.153018,unknown,unknown,"St Stephen's Church, Brighton",,,wikidata_formerly_church,"https://en.wikipedia.org/wiki/St_Stephen%27s_Church,_Brighton",0.95,Wikidata: http://www.wikidata.org/entity/Q7595471,high,5.0
b5187946d4db,,,,London Borough Of Sutton,,,,51.359272,-0.142157,residential,residential_general,Castlemead Court,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q137782202,0.95,Wikidata: http://www.wikidata.org/entity/Q137782202,high,5.0
bf78bcd81d61,,,,Downham,,,,53.89180219,-2.325748565,unknown,unknown,Village Hall,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26327582,0.95,Wikidata: http://www.wikidata.org/entity/Q26327582,high,5.0
98c866307c2f,,,,Hawes,,,,54.299206,-2.198335,unknown,unknown,Village Institute,,,wikidata_formerly_church,https://en.wikipedia.org/wiki/Gayle_Village_Institute,0.95,Wikidata: http://www.wikidata.org/entity/Q26603163,high,5.0
f0bdd8dfb139,,,"Whipton Community Centre, Whipton Village Road, Exeter",Exeter,,,,50.73227238,-3.49313118,unknown,unknown,Whipton Community Centre,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q93286790,0.95,Wikidata: http://www.wikidata.org/entity/Q93286790,high,5.0
4542c7a1d64c,,,,Broad Clyst,,,,50.794071,-3.440052,unknown,unknown,Chapel Court,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26390509,0.95,Wikidata: http://www.wikidata.org/entity/Q26390509,high,5.0
c0bc85b1e572,,,,City Of Nottingham,,,,52.95217454,-1.141592719,education,school,St Mary's School,,,wikidata_formerly_church,https://en.wikipedia.org/wiki/Stoney_Street_Baptist_Church,0.95,Wikidata: http://www.wikidata.org/entity/Q7619427,high,5.0
90bbd76a1621,,,,Caistor,,,,53.49709776,-0.317882892,education,library,Caistor School Library,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26316723,0.95,Wikidata: http://www.wikidata.org/entity/Q26316723,high,5.0
ccef633845de,,,,Sandleheath,,,,50.931806,-1.817979,unknown,unknown,Sandleheath Village Hall,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q137810112,0.95,Wikidata: http://www.wikidata.org/entity/Q137810112,high,5.0
8d351365f41b,,,,City Of Westminster,,,,51.52905,-0.19869,residential,residential_general,Simon Court,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q137776835,0.95,Wikidata: http://www.wikidata.org/entity/Q137776835,high,5.0
f9ce660be0a2,,,,Barnsley,,,,53.5507,-1.4852,unknown,unknown,Church of St George,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q80346784,0.95,Wikidata: http://www.wikidata.org/entity/Q80346784,high,5.0
3062ebe29ce1,,,,Southend-On-Sea,,,,51.550429,0.730204,unknown,unknown,St Edmund's Community Hall,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q137834709,0.95,Wikidata: http://www.wikidata.org/entity/Q137834709,high,5.0
24ba9ee070ea,,,,Sefton,,,,53.47202,-3.02037,residential,residential_general,Welsh Presbyterian Church,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q137649986,0.95,Wikidata: http://www.wikidata.org/entity/Q137649986,high,5.0
02ece8d40c4d,,,,Portland,,,,50.56106,-2.447714,commercial,shop,Conjurer's Lodge,,,wikidata_formerly_church,https://en.wikipedia.org/wiki/Conjurer%27s_Lodge,0.95,Wikidata: http://www.wikidata.org/entity/Q19587170,high,5.0
effcc7b004f6,,,,Stockport,,,,53.40847585,-2.152043084,commercial,office,Chapel Studio,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26320019,0.95,Wikidata: http://www.wikidata.org/entity/Q26320019,high,5.0
a2a12d97f760,,,,"Bournemouth, Christchurch And Poole",,,,50.733133,-1.97754,education,library,Oakdale Library,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q137842990,0.95,Wikidata: http://www.wikidata.org/entity/Q137842990,high,5.0
4195a6f675ef,,,,Delamere,,,,53.197195,-2.701547,residential,residential_general,Methodist Chapel,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26615049,0.95,Wikidata: http://www.wikidata.org/entity/Q26615049,high,5.0
fc1a1e014121,,,,Iwerne Minster,,,,50.928503,-2.190961,unknown,unknown,Abingdon Memorial Hall,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26403918,0.95,Wikidata: http://www.wikidata.org/entity/Q26403918,high,5.0
4c779e00b89a,,,,Wakefield,,,,53.680743,-1.497168,residential,residential_general,Zion United Reformed Church and lodge to north east,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26550879,0.95,Wikidata: http://www.wikidata.org/entity/Q26550879,high,5.0
10a0c9583e4d,,,,Queen'S Park,,,,51.52878,-0.210308,unknown,unknown,St Jude's Hall,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q137832174,0.95,Wikidata: http://www.wikidata.org/entity/Q137832174,high,5.0
d323df47b601,,,,Oxted,,,,51.243397,0.00282,unknown,unknown,St Agatha's Hall,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q137842919,0.95,Wikidata: http://www.wikidata.org/entity/Q137842919,high,5.0
6be319a91602,,,,Dacorum,,,,51.738045,-0.470116,unknown,unknown,Apsley Community Centre,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q137844762,0.95,Wikidata: http://www.wikidata.org/entity/Q137844762,high,5.0
423b7d6e5dae,,,,Tonbridge And Malling,,,,51.19761,0.27466,unknown,unknown,Corn Exchange,,,wikidata_formerly_church,"https://en.wikipedia.org/wiki/Corn_Exchange,_Tonbridge",0.95,Wikidata: http://www.wikidata.org/entity/Q42851437,high,5.0
82bc50ce3787,,,,Dunster,,,,51.1832,-3.4459,unknown,unknown,"Priory Church of St George, Dunster",,,wikidata_formerly_church,"https://en.wikipedia.org/wiki/Priory_Church_of_St_George,_Dunster",0.95,Wikidata: http://www.wikidata.org/entity/Q7245490,high,5.0
e6fc9b880626,,,,Leeds,,,,53.799247,-1.537738,commercial,office,Templar House,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26655884,0.95,Wikidata: http://www.wikidata.org/entity/Q26655884,high,5.0
89dd09dc5913,,,,Coventry,,,,52.4107,-1.5108,education,school,"Old Grammar School, Coventry",,,wikidata_formerly_church,"https://en.wikipedia.org/wiki/Old_Grammar_School,_Coventry",0.95,Wikidata: http://www.wikidata.org/entity/Q7084127,high,5.0
307b758c3aea,,,,City Of Nottingham,,,,52.958002,-1.151987,other_faith,jewish_synagogue,Shakespeare Street Wesleyan Reform Chapel,,,wikidata_formerly_church,https://en.wikipedia.org/wiki/Shakespeare_Street_Wesleyan_Reform_Chapel,0.95,Wikidata: http://www.wikidata.org/entity/Q7462817,high,5.0
346460e16be8,,,,Machynlleth,,,,52.59065,-3.8469711,residential,residential_general,English Methodist Chapel,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q29487348,0.95,Wikidata: http://www.wikidata.org/entity/Q29487348,high,5.0
46ce7487a9ed,,,"7 & 8 West Argyle Street, Ullapool IV26 2TY",Highland,,,,57.89599,-5.16201,arts_culture,museum,Ullapool old parish church,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q17569806,0.95,Wikidata: http://www.wikidata.org/entity/Q17569806,high,5.0
37ed75647b4a,,,,Cheshire West And Chester,,,,53.188534,-2.889379,hospitality,restaurant,Opera Grill,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26656961,0.95,Wikidata: http://www.wikidata.org/entity/Q26656961,high,5.0
b1493753ca62,,,"Sudeley Place, Kemp Town, Brighton, East Sussex, BN2 1HF, England",Brighton,,,,50.817908,-0.117183,residential,residential_general,Playhouse,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q31680193,0.95,Wikidata: http://www.wikidata.org/entity/Q31680193,high,5.0
e8b955f6c045,,,,Leeds,,,,53.828234,-1.581889,commercial,office,"1A, Moor Road",,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26656008,0.95,Wikidata: http://www.wikidata.org/entity/Q26656008,high,5.0
c1c5c766a6c7,,,,Princethorpe,,,,52.3358,-1.42218,unknown,unknown,"Our Lady of the Angels Church, Princethorpe",,,wikidata_formerly_church,http://www.wikidata.org/entity/Q17550796,0.95,Wikidata: http://www.wikidata.org/entity/Q17550796,high,5.0
d0f2ed95de5a,,,,Hormead,,,,51.949443,0.02164,residential,residential_general,Brew House at Hare Street House,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26647764,0.95,Wikidata: http://www.wikidata.org/entity/Q26647764,high,5.0
4fd00ecfd850,,,,High Peak,,,,53.446444,-1.938923,residential,residential_general,Premises occupied by Helme Footwear,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26664124,0.95,Wikidata: http://www.wikidata.org/entity/Q26664124 | Also in: wikidata_formerly_church,high,5.0
9c1c62dc5277,,,,,,,,51.5153,-0.118889,unknown,unknown,Sardinian Embassy Chapel,,,wikidata_formerly_church,https://en.wikipedia.org/wiki/Sardinian_Embassy_Chapel,0.95,Wikidata: http://www.wikidata.org/entity/Q7423804,high,5.0
d85a754efae9,,,,Birmingham,,,,52.456957,-1.993013,unknown,unknown,Parish Hall,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q137802812,0.95,Wikidata: http://www.wikidata.org/entity/Q137802812,high,5.0
d79b80dc389e,,,,North Lanarkshire,,,,55.8458,-3.84988,unknown,unknown,Shottskirk,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q7502610,0.95,Wikidata: http://www.wikidata.org/entity/Q7502610,high,5.0
a01136be6157,,,"Bury Old Road, Bolton, BL2 2BZ, England",Bolton,,,,53.5798,-2.4178,arts_culture,theatre,Palace Picture House,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q38790746,0.95,Wikidata: http://www.wikidata.org/entity/Q38790746,high,5.0
a874254850b7,,,,Sheffield,,,,53.38315,-1.46928,unknown,unknown,Sheffield Cathedral,,,wikidata_formerly_church,https://en.wikipedia.org/wiki/Sheffield_Cathedral,0.95,Wikidata: http://www.wikidata.org/entity/Q1421317,high,5.0
2a3ebac13c56,,,,Ceredigion,,,,52.399767,-4.07049,unknown,unknown,Penparcau Memorial Hall,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q99452378,0.95,Wikidata: http://www.wikidata.org/entity/Q99452378,high,5.0
3a9cf2c76396,,,"West Street, Fishguard, SA65 9AD, Wales",Fishguard And Goodwick,,,,51.995511,-4.979188,arts_culture,theatre,Theatr Gwaun,,,wikidata_formerly_church,https://en.wikipedia.org/wiki/Theatr_Gwaun,0.95,Wikidata: http://www.wikidata.org/entity/Q7777325,high,5.0
701959d65daa,,,,Painswick,,,,51.786048,-2.192416,unknown,unknown,Ebenezer Chapel,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q26624648,0.95,Wikidata: http://www.wikidata.org/entity/Q26624648,high,5.0
3c34cc248618,,,,Hebden Royd,,,,53.72799,-1.98305,education,school,"Mytholmroyd Methodist Chapel, dwarf wall and railings, and Sunday School",,,wikidata_formerly_church,http://www.wikidata.org/entity/Q80310872,0.95,Wikidata: http://www.wikidata.org/entity/Q80310872,high,5.0
4a9f72d9d1b9,,,,Reigate And Banstead,,,,51.291861,-0.142828,unknown,unknown,Netherne Leisure Centre,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q137844078,0.95,Wikidata: http://www.wikidata.org/entity/Q137844078,high,5.0
134edbc6fe45,,,"Seymour Road, Bolton, BL1 8PG, England",Bolton,,,,53.598345433,-2.43130743,arts_culture,theatre,"Methodist Theatre Church, Bolton",,,wikidata_formerly_church,http://www.wikidata.org/entity/Q33083989,0.95,Wikidata: http://www.wikidata.org/entity/Q33083989,high,5.0
25bd8e07ebf0,,,,Thatcham,,,,51.4039,-1.25129,education,school,"Old Bluecoat School, Thatcham",,,wikidata_formerly_church,"https://en.wikipedia.org/wiki/Old_Bluecoat_School,_Thatcham",0.95,Wikidata: http://www.wikidata.org/entity/Q7083491,high,5.0
39a0e494fe91,,,,Abersychan,,,,51.746703,-3.0642872,unknown,unknown,Varteg Community Centre,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q99451298,0.95,Wikidata: http://www.wikidata.org/entity/Q99451298,high,5.0
2967adc06bb6,,,"Chesterfield Road, Staveley, Chesterfield, Derbyshire S43 3QF",Staveley,,,,53.263567,-1.362198,residential,residential_general,"St Joseph, Staveley",,,wikidata_formerly_church,http://www.wikidata.org/entity/Q137635085,0.95,Wikidata: http://www.wikidata.org/entity/Q137635085,high,5.0
0d632e362108,,,"Narberth Community Library, St James Street, Narberth, Pembrokeshire, SA67 7BU, Wales",Pembrokeshire,,,,51.799245,-4.74061,hospitality,pub,Narberth Library,,,wikidata_formerly_church,http://www.wikidata.org/entity/Q47488105,0.95,Wikidata: http://www.wikidata.org/entity/Q47488105,high,5.0
